HouseholdID,Day,WaterUsage
9,4,50.0
9,5,53.51842330585997
9,6,50.0
9,7,50.0
9,8,50.0
9,9,50.0
9,10,50.0
9,11,50.0
9,12,50.0
9,13,50.0
9,14,50.0
9,15,50.0
9,16,50.0
9,17,50.0
9,18,50.0
9,19,50.0
9,20,50.0
9,21,50.0
9,22,50.0
9,23,50.0
9,24,50.0
9,25,50.0
9,26,50.0
9,27,50.0
9,28,50.0
9,29,50.0
9,30,50.0
10,1,50.0
10,2,50.0
10,3,50.0
10,4,50.0
10,5,50.0
10,6,50.0
10,7,50.0
10,8,50.0
10,9,50.0
10,10,50.0
10,11,50.0
10,12,50.0
10,13,51.83048031522953
10,14,50.0
10,15,50.0
10,16,50.0
10,17,50.0
10,18,50.0
10,19,50.0
10,20,50.0
10,21,50.0
10,22,50.0
10,23,50.0
10,24,50.0
10,25,50.0
10,26,50.0
10,27,50.0
10,28,50.0
10,29,50.0
10,30,50.0
11,1,50.0
11,2,50.0
11,3,50.0
11,4,50.0
11,5,50.0
11,6,50.0
11,7,50.0
11,8,50.0
11,9,50.0
11,10,50.0
11,11,50.0
11,12,50.0
11,13,50.0
11,14,50.0
11,15,50.0
11,16,50.0
11,17,50.0
11,18,50.0
11,19,50.0
11,20,50.0
11,21,50.0
11,22,50.0
11,23,50.0
11,24,50.0
11,25,50.0
11,26,50.0
11,27,50.0
11,28,50.0
11,29,50.0
11,30,50.0
12,1,50.0
12,2,50.0
12,3,50.0
12,4,50.0
12,5,50.0
12,6,50.0
12,7,50.0
12,8,50.0
12,9,50.0
12,10,50.0
12,11,50.0
12,12,50.0
12,13,50.0
12,14,50.0
12,15,50.0
12,16,50.0
12,17,50.0
12,18,50.0
12,19,50.0
12,20,50.0
12,21,50.0
12,22,50.0
12,23,50.0
12,24,50.0
12,25,50.0
12,26,50.0
12,27,50.0
12,28,50.0
12,29,50.0
12,30,50.0
13,1,50.0
13,2,50.0
13,3,50.0
13,4,50.0
13,5,50.0
13,6,50.0
13,7,50.0
13,8,50.0
13,9,50.0
13,10,50.0
13,11,50.0
13,12,50.0
13,13,50.0
13,14,50.0
13,15,50.0
13,16,50.0
13,17,50.0
13,18,50.0
13,19,54.862182260190274
13,20,50.0
13,21,50.0
13,22,50.0
13,23,50.0
13,24,50.0
13,25,50.0
13,26,50.0
13,27,50.0
13,28,50.0
13,29,50.0
13,30,50.0
14,1,50.0
14,2,50.0
14,3,50.0
14,4,50.0
14,5,50.0
14,6,50.0
14,7,50.0
14,8,50.0
14,9,50.0
14,10,50.0
14,11,50.0
14,12,50.0
14,13,50.0
14,14,50.0
14,15,50.0
14,16,50.0
14,17,50.0
14,18,50.0
14,19,50.0
14,20,50.0
14,21,55.14343911736693
14,22,50.0
14,23,50.0
14,24,50.0
14,25,50.0
14,26,50.0
14,27,50.0
14,28,50.0
14,29,50.0
14,30,50.0
15,1,50.0
15,2,50.0
15,3,50.0
15,4,50.0
15,5,50.0
15,6,50.0
15,7,50.0
15,8,50.0
15,9,50.0
15,10,50.0
15,11,50.0
15,12,50.0
15,13,50.0
15,14,50.0
15,15,50.0
15,16,50.0
15,17,73.48156445539841
15,18,50.0
15,19,50.0
15,20,50.0
15,21,50.0
15,22,50.0
15,23,50.0
15,24,50.0
15,25,50.0
15,26,50.0
15,27,50.0
15,28,50.0
15,29,50.0
15,30,50.0
16,1,53.35579095072201
16,2,50.0
16,3,50.0
16,4,50.0
16,5,50.0
16,6,50.0
16,7,50.0
16,8,50.0
16,9,50.0
16,10,50.0
16,11,50.0
16,12,50.0
16,13,50.0
16,14,50.0
16,15,50.0
16,16,50.0
16,17,50.0
16,18,50.0
16,19,50.0
16,20,50.0
16,21,50.0
16,22,50.0
16,23,50.0
16,24,50.0
16,25,50.0
16,26,50.0
16,27,50.0
16,28,50.0
16,29,50.0
16,30,50.0
17,1,50.0
17,2,50.0
17,3,50.0
17,4,50.0
17,5,50.0
17,6,50.0
17,7,50.0
17,8,50.0
17,9,50.0
17,10,50.0
17,11,50.0
17,12,50.0
17,13,50.0
17,14,50.0
17,15,50.0
17,16,50.0
17,17,50.0
17,18,50.0
17,19,50.0
17,20,50.0
17,21,50.0
17,22,50.0
17,23,50.0
17,24,50.0
17,25,50.0
17,26,50.0
17,27,50.0
17,28,50.0
17,29,50.0
17,30,50.0
18,1,50.0
18,2,50.0
18,3,50.0
18,4,50.0
18,5,50.0
18,6,50.0
18,7,50.0
18,8,50.0
18,9,50.0
18,10,50.0
18,11,50.0
18,12,50.0
18,13,50.0
18,14,50.0
18,15,50.0
18,16,50.0
18,17,50.0
18,18,50.0
18,19,50.0
18,20,50.0
18,21,50.0
18,22,50.0
18,23,50.0
18,24,50.0
18,25,50.0
18,26,50.0
18,27,50.0
18,28,50.0
18,29,50.0
18,30,50.0
19,1,50.0
19,2,50.0
19,3,50.0
19,4,53.762913302658774
19,5,50.0
19,6,50.0
19,7,50.0
19,8,50.0
19,9,50.0
19,10,50.0
19,11,50.0
19,12,50.0
19,13,50.0
19,14,50.0
19,15,50.0
19,16,50.0
19,17,50.0
19,18,50.0
19,19,50.0
19,20,50.0
19,21,50.0
19,22,50.0
19,23,50.0
19,24,50.0
19,25,50.0
19,26,50.0
19,27,50.0
19,28,50.0
19,29,50.0
19,30,50.0
20,1,50.0
20,2,62.49148970441234
20,3,50.0
20,4,50.0
20,5,50.0
20,6,50.0
20,7,50.0
20,8,50.0
20,9,50.0
20,10,50.0
20,11,50.0
20,12,50.0
20,13,50.0
20,14,50.0
20,15,50.0
20,16,50.0
20,17,60.393880071191056
20,18,50.0
20,19,50.0
20,20,50.0
20,21,50.0
20,22,50.0
20,23,50.0
20,24,50.0
20,25,50.0
20,26,50.0
20,27,50.0
20,28,50.0
20,29,50.0
20,30,50.0
21,1,50.0
21,2,50.0
21,3,50.0
21,4,50.0
21,5,50.0
21,6,50.0
21,7,50.0
21,8,50.0
21,9,50.0
21,10,50.0
21,11,60.99159122632415
21,12,50.0
21,13,50.0
21,14,50.0
21,15,50.0
21,16,50.0
21,17,50.0
21,18,50.0
21,19,50.0
21,20,50.0
21,21,50.0
21,22,50.0
21,23,50.0
21,24,50.0
21,25,50.0
21,26,50.0
21,27,50.0
21,28,50.0
21,29,50.0
21,30,50.0
22,1,50.0
22,2,50.0
22,3,50.0
22,4,50.0
22,5,50.0
22,6,50.0
22,7,50.0
22,8,50.0
22,9,50.0
22,10,50.0
22,11,50.0
22,12,50.0
22,13,50.0
22,14,50.0
22,15,50.0
22,16,50.0
22,17,50.0
22,18,50.0
22,19,50.0
22,20,50.0
22,21,50.0
22,22,50.0
22,23,50.0
22,24,50.0
22,25,50.0
22,26,50.0
22,27,50.0
22,28,50.0
22,29,50.0
22,30,50.0
23,1,50.0
23,2,50.0
23,3,50.0
23,4,50.0
23,5,50.0
23,6,50.0
23,7,50.0
23,8,50.0
23,9,50.0
23,10,50.0
23,11,50.0
23,12,50.0
23,13,50.0
23,14,50.0
23,15,50.0
23,16,50.0
23,17,50.0
23,18,50.0
23,19,50.0
23,20,50.0
23,21,50.0
23,22,50.0
23,23,50.0
23,24,50.0
23,25,50.0
23,26,50.0
23,27,50.0
23,28,50.0
23,29,50.0
23,30,50.0
24,1,50.0
24,2,50.0
24,3,50.0
24,4,50.0
24,5,50.0
24,6,50.0
24,7,50.0
24,8,50.0
24,9,50.0
24,10,50.0
24,11,50.0
24,12,50.0
24,13,50.0
24,14,50.0
24,15,50.0
24,16,50.0
24,17,50.0
24,18,50.0
24,19,50.0
24,20,50.0
24,21,53.14049701882147
24,22,50.0
24,23,50.0
24,24,50.0
24,25,50.0
24,26,50.0
24,27,50.0
24,28,50.0
24,29,50.0
24,30,50.0
25,1,50.0
25,2,50.0
25,3,50.0
25,4,50.0
25,5,50.0
25,6,50.0
25,7,50.0
25,8,50.0
25,9,50.0
25,10,50.0
25,11,50.0
25,12,50.0
25,13,50.0
25,14,50.0
25,15,50.0
25,16,50.0
25,17,50.0
25,18,50.0
25,19,50.0
25,20,50.0
25,21,50.0
25,22,50.0
25,23,50.0
25,24,50.0
25,25,50.0
25,26,50.0
25,27,50.0
25,28,50.0
25,29,50.0
25,30,50.0
26,1,50.0
26,2,50.0
26,3,50.0
26,4,50.0
26,5,50.0
26,6,50.0
26,7,50.0
26,8,50.0
26,9,50.0
26,10,50.0
26,11,50.0
26,12,50.0
26,13,50.0
26,14,50.0
26,15,50.0
26,16,50.0
26,17,50.0
26,18,50.0
26,19,50.0
26,20,50.0
26,21,50.0
26,22,50.0
26,23,50.0
26,24,50.0
26,25,50.0
26,26,50.0
26,27,50.0
26,28,50.0
26,29,50.0
26,30,50.0
27,1,50.0
27,2,50.0
27,3,50.0
27,4,50.0
27,5,50.0
27,6,50.0
27,7,50.0
27,8,50.0
27,9,50.0
27,10,50.0
27,11,50.0
27,12,50.0
27,13,50.0
27,14,50.0
27,15,50.0
27,16,50.0
27,17,50.0
27,18,55.21074392953183
27,19,50.0
27,20,50.0
27,21,50.0
27,22,50.0
27,23,50.0
27,24,50.0
27,25,50.0
27,26,50.0
27,27,50.0
27,28,50.0
27,29,50.0
27,30,50.0
28,1,54.3857034488804
28,2,50.0
28,3,50.0
28,4,50.0
28,5,50.0
28,6,50.0
28,7,50.0
28,8,50.0
28,9,50.0
28,10,50.0
28,11,50.0
28,12,50.0
28,13,50.0
28,14,50.0
28,15,50.0
28,16,50.0
28,17,50.0
28,18,50.0
28,19,50.0
28,20,50.0
28,21,50.0
28,22,50.0
28,23,50.0
28,24,50.0
28,25,50.0
28,26,50.0
28,27,50.0
28,28,50.0
28,29,50.0
28,30,50.0
29,1,50.0
29,2,50.0
29,3,50.0
29,4,50.0
29,5,50.0
29,6,50.0
29,7,50.0
29,8,50.0
29,9,50.0
29,10,50.0
29,11,50.0
29,12,50.0
29,13,50.0
29,14,50.0
29,15,50.0
29,16,50.0
29,17,50.0
29,18,50.0
29,19,50.0
29,20,56.93803647570723
29,21,50.0
29,22,50.0
29,23,50.0
29,24,50.0
29,25,50.0
29,26,50.0
29,27,50.0
29,28,50.0
29,29,50.0
29,30,50.0
30,1,50.0
30,2,50.0
30,3,50.0
30,4,50.0
30,5,50.0
30,6,50.0
30,7,50.0
30,8,50.0
30,9,50.0
30,10,50.0
30,11,50.0
30,12,50.0
30,13,50.0
30,14,50.0
30,15,50.0
30,16,50.0
30,17,50.0
30,18,50.0
30,19,50.0
30,20,50.0
30,21,50.0
30,22,50.0
30,23,50.0
30,24,50.0
30,25,50.0
30,26,50.0
30,27,50.0
30,28,50.0
30,29,50.0
30,30,50.0
31,1,50.0
31,2,50.0
31,3,50.0
31,4,50.0
31,5,50.0
31,6,50.0
31,7,50.0
31,8,50.0
31,9,50.0
31,10,50.0
31,11,50.0
31,12,50.0
31,13,50.0
31,14,50.0
31,15,50.0
31,16,50.0
31,17,50.0
31,18,50.0
31,19,50.0
31,20,50.0
31,21,50.0
31,22,50.0
31,23,50.0
31,24,50.0
31,25,50.0
31,26,50.0
31,27,50.0
31,28,50.0
31,29,50.0
31,30,50.0
32,1,50.0
32,2,50.0
32,3,50.0
32,4,50.0
32,5,60.839035525642615
32,6,50.0
32,7,50.0
32,8,50.0
32,9,50.0
32,10,50.0
32,11,50.0
32,12,50.0
32,13,50.0
32,14,50.0
32,15,50.0
32,16,50.0
32,17,50.0
32,18,50.0
32,19,50.0
32,20,50.0
32,21,50.0
32,22,50.0
32,23,50.0
32,24,50.0
32,25,50.0
32,26,50.0
32,27,50.0
32,28,50.0
32,29,50.0
32,30,50.0
33,1,54.67819515213024
33,2,50.0
33,3,50.0
33,4,50.0
33,5,50.0
33,6,50.0
33,7,50.0
33,8,50.0
33,9,50.0
33,10,50.0
33,11,50.0
33,12,56.01838487186221
33,13,50.0
33,14,50.0
33,15,50.0
33,16,50.0
33,17,50.0
33,18,50.0
33,19,50.0
33,20,50.0
33,21,50.0
33,22,50.0
33,23,50.0
33,24,50.0
33,25,50.0
33,26,50.0
33,27,50.0
33,28,50.0
33,29,50.0
33,30,50.0
34,1,50.0
34,2,50.0
34,3,50.0
34,4,50.0
34,5,50.0
34,6,50.0
34,7,50.0
34,8,50.0
34,9,50.0
34,10,50.0
34,11,50.0
34,12,50.0
34,13,50.0
34,14,50.0
34,15,50.0
34,16,50.0
34,17,50.0
34,18,50.0
34,19,50.0
34,20,50.0
34,21,50.0
34,22,50.0
34,23,50.0
34,24,50.0
34,25,50.0
34,26,50.0
34,27,50.0
34,28,50.0
34,29,50.0
34,30,50.0
35,1,50.0
35,2,50.0
35,3,50.0
35,4,50.0
35,5,50.0
35,6,50.0
35,7,50.0
35,8,54.82379333004291
35,9,50.0
35,10,50.0
35,11,50.0
35,12,50.0
35,13,50.0
35,14,50.0
35,15,50.0
35,16,50.0
35,17,50.0
35,18,50.0
35,19,50.0
35,20,50.0
35,21,50.0
35,22,50.0
35,23,50.0
35,24,50.0
35,25,50.0
35,26,50.0
35,27,55.056327754440645
35,28,50.0
35,29,50.0
35,30,50.0
36,1,50.0
36,2,50.0
36,3,50.0
36,4,50.0
36,5,50.0
36,6,50.0
36,7,50.0
36,8,50.0
36,9,50.0
36,10,50.0
36,11,50.0
36,12,50.0
36,13,50.0
36,14,50.0
36,15,50.0
36,16,50.0
36,17,50.0
36,18,50.0
36,19,50.0
36,20,50.0
36,21,50.0
36,22,50.0
36,23,50.0
36,24,50.0
36,25,50.0
36,26,50.0
36,27,50.0
36,28,50.0
36,29,50.0
36,30,50.0
37,1,50.0
37,2,50.0
37,3,50.0
37,4,50.0
37,5,50.0
37,6,50.0
37,7,50.0
37,8,50.0
37,9,50.0
37,10,50.0
37,11,50.0
37,12,50.0
37,13,50.0
37,14,50.0
37,15,50.0
37,16,50.0
37,17,50.0
37,18,57.67156745465233
37,19,50.0
37,20,50.0
37,21,50.0
37,22,58.441702799580995
37,23,50.0
37,24,50.0
37,25,50.0
37,26,61.41789947455162
37,27,50.0
37,28,50.0
37,29,50.0
37,30,50.0
38,1,50.0
38,2,50.0
38,3,50.0
38,4,50.0
38,5,50.0
38,6,50.0
38,7,50.0
38,8,50.0
38,9,50.0
38,10,50.0
38,11,50.0
38,12,50.0
38,13,50.0
38,14,50.0
38,15,50.0
38,16,50.0
38,17,50.0
38,18,50.0
38,19,50.0
38,20,50.0
38,21,51.4877669761588
38,22,50.0
38,23,50.0
38,24,50.0
38,25,50.0
38,26,50.0
38,27,50.0
38,28,50.0
38,29,50.0
38,30,50.0
39,1,50.0
39,2,50.0
39,3,50.0
39,4,50.0
39,5,50.0
39,6,50.0
39,7,50.0
39,8,50.0
39,9,50.0
39,10,50.0
39,11,50.0
39,12,50.0
39,13,50.0
39,14,50.0
39,15,50.0
39,16,53.91910075693108
39,17,50.0
39,18,50.0
39,19,50.0
39,20,50.0
39,21,50.0
39,22,50.0
39,23,50.0
39,24,50.0
39,25,50.0
39,26,55.22657823329034
39,27,50.0
39,28,50.0
39,29,50.0
39,30,62.61030495454968
40,1,50.0
40,2,50.0
40,3,50.0
40,4,50.0
40,5,50.0
40,6,50.0
40,7,50.0
40,8,50.0
40,9,50.0
40,10,50.0
40,11,50.0
40,12,50.0
40,13,50.0
40,14,50.0
40,15,50.0
40,16,50.0
40,17,50.0
40,18,50.0
40,19,50.0
40,20,50.0
40,21,50.0
40,22,57.23497419466667
40,23,50.0
40,24,50.0
40,25,50.0
40,26,53.808711952444185
40,27,50.0
40,28,50.0
40,29,50.0
40,30,50.0
41,1,50.0
41,2,50.0
41,3,50.0
41,4,50.0
41,5,50.0
41,6,50.0
41,7,50.0
41,8,50.0
41,9,50.0
41,10,50.0
41,11,50.0
41,12,50.0
41,13,50.0
41,14,50.0
41,15,60.96284364468769
41,16,50.0
41,17,50.0
41,18,50.0
41,19,50.0
41,20,50.0
41,21,50.0
41,22,50.0
41,23,50.0
41,24,50.0
41,25,50.0
41,26,50.0
41,27,50.0
41,28,50.0
41,29,50.0
41,30,64.43624319370961
42,1,50.0
42,2,50.0
42,3,50.0
42,4,50.0
42,5,50.0
42,6,50.0
42,7,50.0
42,8,50.0
42,9,50.0
42,10,50.0
42,11,50.0
42,12,50.0
42,13,50.0
42,14,50.0
42,15,50.0
42,16,50.0
42,17,50.0
42,18,50.0
42,19,63.49147244929784
42,20,50.0
42,21,50.0
42,22,50.0
42,23,50.0
42,24,50.0
42,25,50.0
42,26,50.0
42,27,50.0
42,28,50.0
42,29,50.0
42,30,50.0
43,1,50.0
43,2,50.0
43,3,50.0
43,4,50.0
43,5,50.0
43,6,50.0
43,7,50.0
43,8,50.0
43,9,50.0
43,10,50.0
43,11,50.0
43,12,50.0
43,13,50.0
43,14,50.0
43,15,50.0
43,16,50.0
43,17,50.0
43,18,50.0
43,19,50.0
43,20,50.0
43,21,50.0
43,22,50.0
43,23,50.0
43,24,50.0
43,25,50.0
43,26,50.0
43,27,50.0
43,28,50.0
43,29,50.0
43,30,50.0
44,1,50.0
44,2,50.0
44,3,50.0
44,4,50.0
44,5,50.0
44,6,50.0
44,7,50.0
44,8,50.0
44,9,50.0
44,10,50.0
44,11,50.0
44,12,50.0
44,13,50.0
44,14,50.0
44,15,50.0
44,16,50.0
44,17,50.0
44,18,50.0
44,19,50.0
44,20,50.0
44,21,50.0
44,22,50.0
44,23,50.0
44,24,50.0
44,25,50.0
44,26,50.0
44,27,50.0
44,28,50.0
44,29,50.0
44,30,50.0
45,1,50.0
45,2,50.0
45,3,50.4518251699845
45,4,50.0
45,5,50.0
45,6,50.0
45,7,50.0
45,8,50.0
45,9,50.0
45,10,50.0
45,11,50.0
45,12,50.0
45,13,50.0
45,14,50.0
45,15,50.0
45,16,50.0
45,17,50.0
45,18,50.0
45,19,50.0
45,20,50.0
45,21,50.0
45,22,50.0
45,23,50.0
45,24,53.48412711747372
45,25,50.0
45,26,50.0
45,27,50.0
45,28,50.0
45,29,50.0
45,30,50.0
46,1,50.0
46,2,50.0
46,3,50.0
46,4,50.0
46,5,50.0
46,6,50.0
46,7,50.0
46,8,50.0
46,9,50.0
46,10,50.0
46,11,50.0
46,12,50.0
46,13,50.0
46,14,50.0
46,15,50.0
46,16,50.0
46,17,50.0
46,18,50.0
46,19,50.0
46,20,50.0
46,21,50.0
46,22,50.0
46,23,50.0
46,24,50.0
46,25,50.0
46,26,50.0
46,27,50.0
46,28,50.0
46,29,50.0
46,30,50.0
47,1,50.0
47,2,50.0
47,3,50.0
47,4,50.0
47,5,50.0
47,6,50.0
47,7,50.0
47,8,64.29346138346085
47,9,50.0
47,10,50.0
47,11,50.0
47,12,50.0
47,13,50.0
47,14,50.0
47,15,50.0
47,16,50.0
47,17,50.0
47,18,50.0
47,19,50.0
47,20,50.0
47,21,50.0
47,22,50.0
47,23,50.0
47,24,50.0
47,25,50.0
47,26,50.0
47,27,50.0
47,28,50.0
47,29,50.0
47,30,50.0
48,1,50.0
48,2,50.0
48,3,50.0
48,4,50.0
48,5,50.0
48,6,50.0
48,7,50.0
48,8,50.0
48,9,50.0
48,10,50.0
48,11,50.0
48,12,50.0
48,13,50.0
48,14,50.0
48,15,50.0
48,16,50.0
48,17,58.86576527043931
48,18,50.0
48,19,50.0
48,20,50.0
48,21,51.807046745921696
48,22,52.313027722982
48,23,50.0
48,24,50.0
48,25,50.0
48,26,50.0
48,27,50.0
48,28,50.0
48,29,50.0
48,30,50.0
49,1,50.0
49,2,50.0
49,3,50.0
49,4,50.0
49,5,50.0
49,6,50.0
49,7,50.0
49,8,50.0
49,9,50.0
49,10,50.0
49,11,50.0
49,12,50.0
49,13,50.0
49,14,50.0
49,15,50.0
49,16,50.0
49,17,50.0
49,18,50.0
49,19,50.0
49,20,50.0
49,21,50.0
49,22,50.0
49,23,50.0
49,24,50.0
49,25,50.0
49,26,50.0
49,27,50.0
49,28,50.0
49,29,50.0
49,30,50.0
50,1,50.0
50,2,50.0
50,3,50.0
50,4,50.0
50,5,50.0
50,6,50.0
50,7,50.0
50,8,50.0
50,9,50.0
50,10,50.0
50,11,50.0
50,12,50.0
50,13,50.0
50,14,50.0
50,15,50.0
50,16,50.0
50,17,50.0
50,18,50.0
50,19,50.0
50,20,50.0
50,21,50.0
50,22,50.0
50,23,50.0
50,24,50.0
50,25,50.0
50,26,50.0
50,27,50.0
50,28,50.0
50,29,50.0
50,30,50.0
51,1,50.0
51,2,50.0
51,3,50.0
51,4,50.0
51,5,50.0
51,6,50.0
51,7,50.0
51,8,50.0
51,9,50.0
51,10,50.0
51,11,50.0
51,12,50.0
51,13,50.0
51,14,50.0
51,15,50.0
51,16,50.0
51,17,50.0
51,18,50.0
51,19,50.0
51,20,50.0
51,21,50.0
51,22,50.0
51,23,50.0
51,24,50.0
51,25,50.0
51,26,50.0
51,27,50.0
51,28,50.0
51,29,50.0
51,30,51.75159122885239
52,1,50.0
52,2,50.0
52,3,50.0
52,4,50.0
52,5,50.0
52,6,50.0
52,7,50.0
52,8,50.0
52,9,50.0
52,10,50.0
52,11,50.0
52,12,50.0
52,13,50.0
52,14,50.0
52,15,50.0
52,16,50.0
52,17,50.0
52,18,50.0
52,19,50.0
52,20,50.0
52,21,50.0
52,22,50.0
52,23,50.0
52,24,50.0
52,25,50.0
52,26,50.0
52,27,50.0
52,28,50.0
52,29,50.0
52,30,50.0
53,1,50.0
53,2,50.0
53,3,50.0
53,4,50.0
53,5,50.0
53,6,50.0
53,7,50.0
53,8,50.0
53,9,50.0
53,10,50.0
53,11,50.0
53,12,50.0
53,13,52.596322560365934
53,14,50.0
53,15,50.0
53,16,50.0
53,17,50.0
53,18,50.0
53,19,50.0
53,20,50.0
53,21,50.0
53,22,50.0
53,23,50.0
53,24,63.13709701587531
53,25,50.0
53,26,50.0
53,27,50.0
53,28,50.0
53,29,50.0
53,30,50.0
54,1,50.0
54,2,50.0
54,3,50.0
54,4,50.0
54,5,50.0
54,6,50.0
54,7,50.0
54,8,50.0
54,9,50.0
54,10,50.0
54,11,50.0
54,12,50.0
54,13,50.0
54,14,50.0
54,15,50.0
54,16,50.0
54,17,50.0
54,18,50.0
54,19,50.0
54,20,50.0
54,21,50.0
54,22,50.0
54,23,50.0
54,24,50.0
54,25,50.0
54,26,50.0
54,27,50.0
54,28,50.0
54,29,50.0
54,30,50.0
55,1,50.0
55,2,50.0
55,3,50.0
55,4,52.14899123359509
55,5,50.0
55,6,50.0
55,7,50.0
55,8,50.0
55,9,50.0
55,10,50.0
55,11,50.0
55,12,50.0
55,13,50.0
55,14,50.0
55,15,50.0
55,16,51.36804995033371
55,17,50.0
55,18,50.0
55,19,50.0
55,20,50.0
55,21,50.0
55,22,50.0
55,23,50.0
55,24,50.0
55,25,50.0
55,26,50.0
55,27,50.0
55,28,50.0
55,29,50.0
55,30,50.0
56,1,50.0
56,2,50.0
56,3,50.0
56,4,50.0
56,5,50.0
56,6,50.0
56,7,50.0
56,8,50.0
56,9,50.0
56,10,50.0
56,11,50.0
56,12,50.0
56,13,50.0
56,14,50.0
56,15,50.0
56,16,50.0
56,17,50.0
56,18,50.0
56,19,50.0
56,20,50.0
56,21,50.0
56,22,50.0
56,23,50.0
56,24,50.0
56,25,50.0
56,26,50.0
56,27,50.0
56,28,50.0
56,29,50.0
56,30,66.29030634990704
57,1,50.0
57,2,50.0
57,3,50.0
57,4,50.0
57,5,50.0
57,6,50.0
57,7,50.0
57,8,50.0
57,9,50.0
57,10,50.0
